MES=F_Close,MES=F_High,MES=F_Low,MES=F_Open,MES=F_Volume,MNQ=F_Close,MNQ=F_High,MNQ=F_Low,MNQ=F_Open,MNQ=F_Volume,RSI_MES=F,SMA20_MES=F,Return_MES=F,RSI_MNQ=F,SMA20_MNQ=F,Return_MNQ=F,Spread_MES=F_MNQ=F
2752.5,2791.0,2750.0,2790.0,327277,7133.5,7256.0,7129.5,7253.5,201659,27.18935735065655,2850.3125,-0.013617631248880158,25.834599041690012,7469.225,-0.016780951724613247,-4381.0
2749.5,2763.75,2728.75,2742.25,416559,6993.75,7132.5,6940.5,7114.75,269577,26.844734435457156,2840.4125,-0.0010899182561308063,21.854957737293148,7425.6625,-0.019590663769538108,-4244.25
2805.0,2807.0,2744.0,2753.0,266160,7179.25,7187.25,6981.5,7008.25,204238,41.59369333351659,2834.0375,0.020185488270594742,35.95722994047678,7394.45,0.026523681858802606,-4374.25
2827.75,2829.75,2800.75,2805.75,308867,7228.5,7245.25,7150.0,7188.25,195056,46.36701643693903,2830.8875,0.008110516934046297,39.099582688826146,7372.175,0.0068600480551590515,-4400.75
2845.75,2853.25,2812.75,2823.25,260902,7282.25,7299.5,7180.75,7220.5,153720,49.85868186035251,2828.8125,0.0063654849261780555,42.42014989446734,7353.9125,0.00743584422770982,-4436.5
2875.0,2886.25,2837.75,2840.75,230882,7419.5,7452.5,7258.0,7265.5,168532,54.98701816087414,2828.925,0.010278485460774922,49.92784844975267,7345.125,0.018847196951491618,-4544.5
2889.25,2905.75,2880.5,2891.0,166943,7515.5,7578.25,7431.5,7461.25,160173,57.27942410696297,2829.0375,0.004956521739130526,54.4058945425374,7340.3875,0.012938877282835826,-4626.25
2887.0,2911.5,2879.25,2890.0,224585,7518.25,7601.0,7492.5,7516.0,145223,56.78765637796033,2833.0375,-0.000778748810244867,54.53133875170247,7350.5625,0.0003659104517330647,-4631.25
2881.0,2890.75,2875.25,2886.0,170033,7473.25,7531.0,7461.0,7519.0,109633,55.421215501811005,2835.125,-0.0020782819535850594,52.00965624773607,7353.175,-0.005985435440428288,-4592.25
2894.5,2896.5,2867.5,2881.75,200890,7522.75,7536.0,7421.5,7477.0,114951,57.87717708505573,2837.1,0.004685872960777493,54.50203252994391,7352.85,0.0066236242598600725,-4628.25
2890.5,2898.75,2880.5,2893.25,82327,7478.25,7521.0,7451.75,7509.75,59373,56.877307671599844,2837.7,-0.0013819312489203872,51.89283681121792,7346.75,-0.005915389983716102,-4587.75
2892.0,2900.5,2887.5,2890.5,19085,7534.25,7550.75,7480.75,7483.75,17664,57.17607859346936,2839.2,0.0005189413596262682,54.823837971752326,7347.8875,0.0074883829773009225,-4642.25
2921.75,2931.75,2884.5,2894.0,18230,7645.25,7693.0,7515.5,7537.5,20376,62.696391531096054,2843.0875,0.010286998616874099,60.02302887518115,7360.5625,0.01473272057603614,-4723.5
